name,fans,fave,tags,vote
1048117-Bardot+Moment-dress-kerisma-knits-dress,791,41 favorites,"['60s', 'Anniversary', 'Summer']",255 votes
1040723-When+sun+is+shining-h-m-dress,13,37 favorites,"['Elegant', 'Cocktail', 'summer']",214 votes
997056-Alberta-love-gold-dress-gusto-heels-lovisa-bracelet,36,50 favorites,"['Elegant', 'Casual Party', 'summer']",231 votes
963401-Christmas+Giveaway+on+my+blog-black-sheinside-dress-white-sheinside-coat,20444,43 favorites,"['Chic', 'Casual Party', 'fall']",256 votes
940124-Choies+Elf+Dress-ruby-red-embroidered-choies-dress,3906,79 favorites,"['Bohemian', 'Everyday', 'fall']",469 votes
1142802-Maxi+Floral+dress+for+Fall-burnt-orange-floral-h-m-dress-tan-forever-21-hat-black-zara-purse,2092,74 favorites,"['Bohemian', 'Lunch Date', 'fall']",344 votes
1026969-Tropical+Print+Not+Just+For+the+Tropics-teal-tropical-zara-dress,159953,87 favorites,,523 votes
1041401-Short+Sleeved-light-blue-shirt-dress-front-row-shop-dress,177,52 favorites,"['Casual', 'Everyday', 'summer']",347 votes
985603-Heart+Sunnies-walg-dress-chloe-isabel-necklace,356,90 favorites,"['Romantic', ""Valentine's Day"", 'winter']",356 votes
1091827-Between+Everything+Nothing-olive-green-wide-brim-hat-kendall-kylie-collection-hat,2092,86 favorites,"['Casual', 'Everyday', 'winter']",381 votes
1041557-Bali+Wedding-periwinkle-zimmermann-dress-light-pink-clutch-alexander-wang-bag,2838,67 favorites,"['Romantic', 'Wedding', 'summer']",333 votes
994049-Evening+Sun-oversized-warby-parker-sunglasses-lace-elliatt-dress,4918,56 favorites,"['Chic', 'Lunch Date', 'spring']",382 votes
1022963-Nude-udobuy-dress,31856,96 favorites,"['Chic', 'Cocktail', 'spring', 'elegant', 'classy', 'dressy']",384 votes
1146972-The+Black+Midi+Dress-black-pull-bear-dress-black-mango-jacket-dark-brown-mango-sunglasses,120,54 favorites,"['Chic', 'Dinner Date', 'fall']",318 votes
1128733-Maxi+Dress-blue-dressin-dress,16077,74 favorites,"['Outdoor', 'Photo Shoot', 'Summer']",402 votes
965448-Bridal+Shower+Day-ivory-madewell-dress-gold-metal-kate-spade-bracelet,295,55 favorites,"['Classic', 'Bridal Shower', 'fall']",359 votes
1125808-PALMS-black-am-by-us-dress,2092,67 favorites,"['Casual', 'Everyday', 'summer']",341 votes
1153446-Gift+Of+Rhyme-purple-lulus-dress-silver-lulus-shoes-heather-gray-faux-fur-via-spiga-coat,1340,53 favorites,"['Romantic', 'Romantic Dinner', 'Summer']",259 votes
1033446-BOY+Vol+2-choies-hat-choies-boots-6ks-dress,15454,82 favorites,"['Leather', 'Game Day', 'spring']",339 votes
967877-Festive+Night-brick-red-floral-print-zara-dress-black-zara-heels,2092,47 favorites,"['Chic', 'Other', 'winter', 'nice floral print dress']",351 votes
1158590-Dangerous+Woman-shein-dress-fiore-tights,31856,53 favorites,"['Chic', 'Clubbing', 'spring']",326 votes
1064310-BACKWARDS+CAP-leopard-print-cameo-dress,7450,57 favorites,"['Casual', 'Everyday', 'Summer']",356 votes
954556-Stay+classy-off-white-ever-new-dress,14438,68 favorites,"['Classic', 'Everyday', 'summer', 'nice']",369 votes
961827-Floral+Tulle+Dress-black-jepo-boots-black-chicwish-dress,409,121 favorites,"['Chic', 'Girls Night Out', 'winter']",500 votes
1065179-Fall+Into+Leather-black-zara-dress,79,10 favorites,"['Basic', 'Everyday', 'fall']",135 votes
1132572-Slink+Factor-roland-mouret-dress-tory-burch-accessories,964,61 favorites,"['Sexy', 'Cocktail', 'summer']",332 votes
1052468-White+Princess-missguided-boots-missguided-dress,218,71 favorites,"['Romantic', 'Bachelorette Party', 'Summer']",394 votes
951400-Polka+dots+and+wellie+boots-melissa-boots-people-tree-dress-grey-tights-f-f-tights,43,97 favorites,"['Outdoor', 'Walking The Dog', 'winter']",384 votes
1103950-The+Baths+The+Sea+And+Me-neutral-silk-alyssa-nicole-dress,1801,68 favorites,"['Romantic', 'Beach', 'spring']",343 votes
1054537-Holiday+Turkey-accessorize-dress-accessorize-hat,200,80 favorites,"['Comfortable', 'Everyday', 'summer']",387 votes
1029708-ladybug+picnic-black-gingham-gingham-dress-dress,520,62 favorites,"['Vintage', 'Shopping', 'spring']",392 votes
997399-Sass+With+Class-blue-thrift-market-dress,20444,71 favorites,"['Classic', 'Shopping', 'summer']",375 votes
1004324-Valencia+Stories-light-pink-snake-skin-vass-bag-heather-gray-cotton-zara-dress,4542,71 favorites,"['Bohemian', 'Amusement Park', 'summer']",324 votes
1033881-Green+Drama-lovelywholesale-dress,31856,51 favorites,"['Chic', 'Blind Date', 'summer', 'green drama']",274 votes
994033-a+rose+is+a+rose+is+a+rose-black-forever-21-dress-black-cat-eye-sunglasses-black-jeffrey-campbell-heels,13777,64 favorites,"['Date Night Contest', 'Other', 'Summer']",428 votes
1110930-California+Cool-neutral-silk-alyssa-nicole-dress-tan-zara-sandals,1801,83 favorites,"['Romantic', 'Brunch', 'spring']",366 votes
943401-Brisk-black-leather-zara-jacket-heather-gray-dv-by-dolce-vita-boots,103,77 favorites,"['Trendy', 'Dinner Date', 'fall']",305 votes
1025650-Black+Yellow-ciriana-dress-tommy-hilfiger-bag,13,43 favorites,"['Business', 'Work Happy Hour', 'spring']",273 votes
986133-What+would+Margot+do-black-kurtmann-dress-mustard-vintage-coat,3754,45 favorites,"['Vintage', 'Everyday', 'winter']",273 votes
1019608-Window+Sunbathing-blue-the-whitepepper-dress,852,72 favorites,"['Comfortable', 'Other', 'summer']",339 votes
1051804-SUN+SOAKED+BLISS-faithfull-the-brand-dress,327,82 favorites,"['Bohemian', 'Picnic', 'Summer']",336 votes
943893-Sunday+Funday-black-jeffrey-campbell-boots-gold-floral-print-vintage-dress,209,70 favorites,"['Comfortable', 'Picnic', 'summer']",332 votes
1121149-Rose+printed+dress-deep-purple-bershka-dress-light-blue-zara-bag-hot-pink-bershka-heels,254,50 favorites,"['Romantic', 'Romantic Dinner', 'summer']",269 votes
1034091-Its+a+shot+in+the+dark+but+Ill+make+it-6ks-dress,736,80 favorites,"['Denim', 'Picnic', 'summer']",364 votes
1029725-Baby+Blue-navy-dress-brown-topshop-flats,33178,75 favorites,"['Bohemian', 'Everyday', 'summer']",403 votes
1086390-Red+and+White-ruby-red-sheinside-dress,72,76 favorites,"['Romantic', 'Holiday Party', 'winter']",353 votes
956692-After+the+Storm-bodycon-bazzul-dress,51,82 favorites,"['Trendy', 'Lunch Date', 'fall']",367 votes
1077087-white+sequins-white-windsor-dress-tawny-steve-madden-shoes-army-green-guess-jacket,19208,54 favorites,"['Eclectic', 'Going Out With Friends', 'fall']",365 votes
1150630-How+to+wear+black+and+white+with+OTK+boots-black-public-desire-boots-black-forever-21-dress-black-trendhood-bag,16077,65 favorites,"['Business', 'Brunch', 'Summer']",383 votes
1179263-The+perfect+time+is+YOUR+time-yellow-yru-shoes-black-stylewe-dress,13169,25 favorites,"['Eclectic', 'Girls Night Out', 'spring']",200 votes
1019343-Sun+against+my+skin-necklace-forever-21-necklace-dress-fracescas-dress,197,71 favorites,"['Casual', 'Picnic', 'spring']",340 votes
941793-a+mix+of+elements-black-doc-martens-boots-black-motel-rocks-dress-black-boohoo-coat,19208,65 favorites,"['70s', 'Going Out With Friends', 'fall']",368 votes
979107-The+houndstooh+coat-dark-gray-sheinside-coat-white-sheinside-dress,20373,100 favorites,"['Chic', 'Lunch Date', 'winter', 'n1']",406 votes
998022-Stella+McCartney+Fashion+Show+in+Paris-black-stella-mccartney-dress-black-emporio-armani-jacket-red-mango-bag,45,66 favorites,"['Comfortable', 'Fashion Show', 'fall']",326 votes
984724-Camouflage+Wednesday-camo-club-monaco-jacket-black-aqua-dress-aviator-ray-ban-sunglasses,341,77 favorites,"['Casual', 'Movie night', 'spring']",353 votes
1022255-BASIC+B-crimson-hat-asos-hat-dress-en-creme-dress-wedges-charlotte-russe-wedges,791,75 favorites,"['Basic', 'Amusement Park', 'Summer']",336 votes
1003627-Petit+shooting+entre+amis-uniqlo-dress-carhartt-hat-hollister-sweater,6,64 favorites,"['Urban', 'Everyday', 'Summer']",357 votes
1096549-if+youre+ready+come+go+with+me-black-knee-high-boots-salvatore-ferragamo-boots,33811,76 favorites,"['Chic', 'Work', 'winter']",356 votes
951369-black+Jeffrey+Campbell+boots-black-wyman-jeffrey-campbell-boots-ruby-red-plaid-maxi-thrift-dress,13777,85 favorites,"['90s', 'School', 'Summer']",372 votes
1046912-Beach+Glam-black-sun-hat-dynamic-asia-hat-black-maxi-dress-bongo-jeans-dress,107,65 favorites,"['Chic', 'Beach', 'summer']",368 votes
1065349-CITY+OF+NIGHT-nicholas-k-jacket-nookie-dress,327,66 favorites,"['Sexy', 'Girls Night Out', 'Summer', 'elegance']",320 votes
1160798-sporty+style-light-purple-tobi-dress-neutral-balenciaga-bag-white-adidas-sneakers,507,28 favorites,"['Sneaker', 'Everyday', 'spring']",231 votes
1122816-Island+Resort+Day+1-blue-maxi-forever-21-dress-gold-gold-vintage-earrings,1736,84 favorites,"['Casual', 'Pool Party', 'summer']",351 votes
1104600-black+swan+everything-black-black-black-swan-dress,7452,77 favorites,"['Classic', 'BBQ Party', 'spring']",286 votes
1012603-Celebrate+Femininity-red-gingham-collectif-dress-black-ankle-strap-charlotte-russe-heels,1033,62 favorites,"['Retro', 'Dinner Date', 'spring']",338 votes
1030152-I+am+feeling+blue-blue-blackfive-dress-ruby-red-zara-bag-blue-oakley-sunglasses,715,45 favorites,"['Sexy', 'Dinner Date', 'spring']",276 votes
962321-Like+a+kitty+cat-pink-choies-dress-black-oasap-hat-black-asos-pumps,15788,67 favorites,"['Elegant', 'Dinner Date', 'winter', 'love your dress']",370 votes
1129096-Just+like+heaven-sky-blue-anthropologie-dress-white-vintage-from-1930s-bag,463,53 favorites,"['Romantic', 'Everyday', 'Summer']",296 votes
994035-Swarovski+with+an+Edge-gold-swarovski-earrings-black-leather-bb-dakota-dress,463,44 favorites,"['Elegant', 'Dinner Party', 'winter']",197 votes
1052544-Smock+Dress+Polka+Dots-sky-blue-thrifted-dress-dark-green-thrifted-jacket,7135,43 favorites,"['Vintage', 'Casual Party', 'Summer']",396 votes
1027010-lovers+should+be+draped+in+flowers-black-sunflower-motel-rocks-dress,7452,78 favorites,"['Chic', 'BBQ Party', 'summer']",845 votes
1061493-Falling+into+Colors+of+Autumn-dark-green-white-plum-dress,559,37 favorites,"['Vintage', 'Everyday', 'fall', 'nice']",187 votes
972766-forest+green+Valentino+dress-black-nine-west-boots-forest-green-floral-print-valentino-dress,303,91 favorites,"['Throwback 2013', 'Other', 'fall']",393 votes
1003233-Dotty+Little+Black+Dress-white-white-coat-old-navy-coat-black-black-dress-dress-red-bag-fossil-bag,106,79 favorites,"['Classic', 'Dinner Date', 'winter']",386 votes
1057056-Konturek-blue-zara-dress,152,31 favorites,"['Elegant', 'Dinner Date', 'summer']",172 votes
1174770-Lady+Gauza-black-mini-dress-volcom-dress-brown-wide-brim-goorin-brothers-hat,316,88 favorites,"['Bohemian', 'Everyday', 'fall']",358 votes
941661-Just+A+Woman-oversized-choies-coat-crochet-awwdore-dress-romwe-bag-cats-milanoo-wedges,4357,92 favorites,"['Elegant', 'Everyday', 'fall', 'inspirations', 'red']",486 votes
940127-5+Benefits+to+Thrifting-thrifted-vintage-dress,261,75 favorites,,368 votes
1167043-The+Cut+Out+Dress-black-asos-dress-black-urban-outfitters-jacket,409,66 favorites,"['Urban', 'Clubbing', 'summer']",336 votes
1061629-Rainy+Sunshine-denim-crop-top-forever-21-top-gingham-dress-ruche-dress,197,64 favorites,"['Vintage', 'Casual Party', 'Summer']",315 votes
1130617-Knit+dress-h-m-shoes-h-m-trend-dress,1173,59 favorites,"['Chic', 'Birthday', 'fall']",362 votes
1023015-From+day+to+Night-black-new-yorker-jacket-red-mango-dress-black-mango-heels,89,40 favorites,"['Trendy', 'Going Out With Friends', 'spring']",297 votes
1004531-Its+a+dress-white-persunmall-dress,98,44 favorites,"['Elegant', 'Anniversary', 'spring']",372 votes
1061576-Songs+of+Innocence-hot-pink-the-clothing-hub-dress-black-celine-bag,7389,67 favorites,"['60s', 'Casual Party', 'spring']",361 votes
1161057-Needed+Me-shein-dress-luna-pyxis-ring,31856,59 favorites,"['Chic', 'Blind Date', 'spring']",375 votes
1137595-Metallic+dress-adidas-shoes-h-m-trend-dress,1173,74 favorites,"['Chic', 'Cocktail', 'fall']",309 votes
1039357-I+USUALLY+WALK+AROUND+ACTING+STRANGE-neutral-front-row-shop-dress,1994,71 favorites,"['Basic', 'Dinner Party', 'summer']",299 votes
997456-Los+Angeles+September+2013-black-chanel-bag-navy-vanessa-bruno-dress-light-blue-the-kooples-shirt,1921,55 favorites,"['Classic', 'Everyday', 'fall']",335 votes
942394-Domino+Dress+squares+day-squares-forever-21-dress,77,46 favorites,"['Business Casual', 'Brunch', 'Summer']",164 votes
1103358-Dress+For+Success-tuxedo-forever-21-blazer-striped-downeast-basics-dress,194,50 favorites,"['Chic', 'Dinner Party', 'spring']",281 votes
994965-A+Little+bit+North+Pole-romwe-dress-zara-boots-nine-west-bag,245,67 favorites,"['Chic', 'Fashion Show', 'winter']",353 votes
1066539-Frillin+Minty+Fresh-aquamarine-romper-inlovewithfashion-dress,434,22 favorites,"['Romantic', 'First Date', 'spring']",156 votes
1003846-Pink+Romance-white-asos-dress-bubble-gum-wool-lapel-marks-spencer-coat,211,68 favorites,"['Romantic', 'Lunch Date', 'spring']",366 votes
1041208-Boho+chic-black-bershka-dress-black-h-m-hat,54,78 favorites,"['Bohemian', 'Casual Party', 'summer']",367 votes
1035240-Vibrant+Touches-navy-opi-nail-laquer-accessories-orange-nyx-butter-lipstick-accessories,619,23 favorites,"['Trendy', 'Photo Shoot', 'summer', 'vibrant touches']",227 votes
1065596-Autumn+Florals-black-misspap-boots-black-maxi-missguided-dress,336,62 favorites,"['Bohemian', 'Everyday', 'Summer']",243 votes
1032938-Safari+Thursday-dark-brown-zerouv-sunglasses-camel-6ks-dress-ruby-red-choies-bag,32183,63 favorites,"['Chic', 'The Fair', 'summer', 'safari thursday']",368 votes
1029688-Pale+Graduation+Attire-ivory-lush-dress-ivory-tj-maxx-bag-black-chanel-sunglasses,341,78 favorites,"['Classic', 'Graduation', 'spring']",363 votes
976922-Home+sweet+home-pink-asos-coat-navy-zara-dress,246,75 favorites,"['Urban', 'Dinner Party', 'winter', 'pinkcoat']",309 votes
995616-Back+To+School+For+Me-yellow-house-shaped-vintage-bag-navy-bonne-chance-dress-mustard-daiso-tights,7135,71 favorites,"['Vintage', 'School', 'fall']",418 votes
1082901-FLOWER+SHOP-white-6ks-dress,786,69 favorites,"['Romantic', 'Dinner Date', 'fall']",344 votes
1039414-Struggling+Vagabond-black-dr-martens-boots-gray-primark-dress,42,75 favorites,"['90s', 'School', 'Summer']",383 votes
1109830-Shady+Side-ivory-boohoo-dress-off-white-boohoo-coat-light-yellow-31-phillip-lim-bag,4065,62 favorites,"['Romantic', 'Everyday', 'spring']",329 votes
1026289-Dusty+Pink-amiclubwear-dress,31856,62 favorites,"['Chic', 'Company Event', 'spring']",364 votes
990533-Flying+Tigers-blue-platform-h-m-shoes-heather-gray-maxi-forever-21-dress,1736,19 favorites,"['Casual', 'Everyday', 'spring']",174 votes
965877-SUPERWOMAN-navy-cap-marvel-hat-black-peplum-dress-navy-oversized-hoodie,11,19 favorites,"['Outdoor', 'Everyday', 'Summer']",170 votes
1082948-Clueing+for+looks-navy-new-look-coat-brown-clarks-boots-navy-primark-dress,24,67 favorites,"['Preppy', 'Everyday', 'winter']",384 votes
1016688-spring+in+the+city-aquamarine-checkered-luluscom-dress-black-suede-miamasvin-heels,520,81 favorites,"['Vintage', 'Dinner Date', 'spring']",353 votes
988163-Vintage-kookai-shoes-dimension-dress-zadigetvoltaire-bag,125,64 favorites,"['Elegant', 'Casual Party', 'spring']",358 votes
1023873-Floral+Angel-pink-the-whitepepper-dress,852,54 favorites,"['Chic', 'Everyday', 'Summer']",352 votes
1077494-SIENNA+MAXI-maxi-missguided-dress,750,63 favorites,"['Bohemian', 'Everyday', 'fall']",348 votes
1003554-De+battre+mon+coeur+s%E2%80%99est+arr%C3%AAt%C3%A9-navy-antix-dress,18061,83 favorites,"['Chic', 'Casual Party', 'fall']",424 votes
969916-2014-silver-staffbymaff-dress,115,83 favorites,"['Elegant', 'Girls Night Out', 'fall']",353 votes
1031047-p+i+n+k-hot-pink-maxi-forever-21-dress,5309,83 favorites,"['Chic', 'Everyday', 'summer', 'wedding']",369 votes
968192-Walking+Around-bimba-lola-dress,411,15 favorites,"['Chic', 'Brunch', 'winter']",152 votes
1177697-All+Laced+Up-white-lace-sheinside-dress-nude-valentino-shoes-bubble-gum-ysl-bag,1340,28 favorites,"['Classic', 'Everyday', 'Summer']",153 votes
955306-Autumn+Daze-black-shelikescom-boots-magenta-new-look-dress-black-h-m-jacket,456,34 favorites,"['Chic', 'Everyday', 'fall']",227 votes
1156142-Leopard+Spotted-black-emoda-bag-white-sfera-dress-black-charles-keith-wedges,7771,65 favorites,"['Classic', 'Girls Night Out', 'spring']",362 votes
1044120-s+t+r+a+t+e+c+h+i+c-deep-purple-zara-dress-red-zara-dress-yellow-joseph-bag,410,54 favorites,"['Chic', 'Other', 'summer']",312 votes
1041165-Moving-primark-dress-romwe-jacket,642,47 favorites,"['Business', 'Bridal Shower', 'Summer']",209 votes
1179420-Tipsy+in+Prada-green-prada-dress-silver-tiara-saint-laurent-hair-accessory,29687,59 favorites,"['Rocker', 'Work', 'Summer']",294 votes
1072705-Rainy+days-black-pimkie-dress-nude-bershka-coat-black-stradivarius-heels,42,72 favorites,"['Elegant', 'Other', 'fall']",365 votes
992614-One+Fine+Day-beige-v-neck-zara-sweater-neutral-ankle-boots-buttero-boots,683,44 favorites,"['Casual', 'Brunch', 'spring', 'color crush nude']",235 votes
1138000-What+I+Wore+to+an+August+Wedding-periwinkle-off-shoulder-the-velvet-dolls-dress-white-lace-forever-21-tights,1736,75 favorites,"['Romantic', 'Romantic Dinner', 'summer']",392 votes
1038586-Walking+Around-h-m-dress,411,36 favorites,"['Casual', 'Everyday', 'summer']",238 votes
1228348-Fash-eva-trends-dress,31856,0 favorites,"['Chic', 'Brunch', 'Summer']",28 votes
1076625-Red+Dress-ruby-red-second-hand-dress,47,51 favorites,"['Basic', 'Everyday', 'Summer']",298 votes
1117629-Bananarama-yellow-the-whitepepper-dress-white-the-whitepepper-sunglasses,852,34 favorites,"['Casual', 'Beach', 'summer']",262 votes
1100968-Sperry+Casual-navy-suede-sperry-wedges-light-brown-cotton-forever-21-dress,10621,96 favorites,"['Casual', 'School', 'winter', 'white']",426 votes
1070847-Black+and+White-black-h-m-hat-heather-gray-mono-shoes-boots-white-chicwish-dress,15788,57 favorites,"['Chic', 'Casual Party', 'fall']",332 votes
1066082-pinky+swear-black-lulus-vest-bubble-gum-missguided-dress-black-steve-madden-wedges,19208,69 favorites,"['70s', 'Going Out With Friends', 'fall']",367 votes
1042030-Brown+flower-brown-socks-woolworths-socks-pink-dress-forever-new-dress,26,67 favorites,"['Bohemian', 'Casual Party', 'spring', 'very nice']",296 votes
1136160-Colour+me+up-louis-d-naranjo-dress,30,44 favorites,"['Chic', 'Lunch Date', 'Summer']",307 votes
994735-Printed+dresses+and+long+coats-black-zara-coat-off-white-kas-new-york-dress-tan-31-phillip-lim-bag,379,86 favorites,"['Casual', 'Everyday', 'Summer']",350 votes
1048461-Winter+Tweed-beige-raleigh-vintage-dress-brick-red-burgundy-tightsplease-stockings,172,64 favorites,"['50s', 'Lunch Date', 'winter']",329 votes
944556-Princess+Dress-aquamarine-zara-dress-silver-g%C3%A9rard-darel-bag-black-zara-sandals,4065,91 favorites,"['Romantic', 'Everyday', 'spring']",761 votes
1141685-Geo+Print+Shift-red-print-charlotte-russe-dress-nude-charlotte-russe-shoes,1340,63 favorites,"['Chic', 'Everyday', 'Summer']",338 votes
978406-An+old+friend+of+mine-red-green-coast-dress-red-martina-k-bag-white-zara-heels,85,87 favorites,"['Casual', 'Everyday', 'summer']",345 votes
1170155-A+Drop+of+Blue-blue-midi-zalora-dress-black-black-zalora-shoes,1736,88 favorites,"['Casual', 'Work', 'Summer']",399 votes
976290-I+dream+of+nothing-eggshell-chicwish-dress-red-thrifted-vintage-coat-aquamarine-topshop-socks,1292,58 favorites,"['Vintage', 'Everyday', 'winter', 'cute']",383 votes
